,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio,ROI
884,The 40-Year-Old Virgin (2005),177378645.0,26000000.0,21422815.0,7.1,116,378042.0,1.85,582.2255576923077
646,Chicago (2002),306776732.0,45000000.0,2074929.0,7.1,113,208205.0,1.85,581.7260711111112
1204,17 Again (2009),136267476.0,20000000.0,23722310.0,6.3,102,172716.0,2.35,581.3373799999999
1888,Fifty Shades Darker (2017),374275967.0,55000000.0,46607250.0,4.6,118,86508.0,2.39,580.5017581818181
6,Mortal Kombat (1995),122195920.0,18000000.0,23283887.0,5.8,101,97031.0,1.85,578.8662222222223
657,The Jungle Book 2 (2003),135680000.0,20000000.0,14109797.0,5.4,72,14286.0,1.33,578.4
645,Catch Me If You Can (2002),352114312.0,52000000.0,30082000.0,8.1,141,768843.0,1.85,577.1429076923077
520,The Land Before Time (1988),84460846.0,12500000.0,7526025.0,7.4,69,76302.0,1.85,575.686768
151,Liar Liar (1997),302710615.0,45000000.0,31423025.0,6.9,86,270080.0,1.85,572.6902555555555
1066,The Game Plan (2007),147880543.0,22000000.0,22950971.0,6.1,110,55966.0,2.39,572.1842863636364
1187,My Bloody Valentine (2009),100734718.0,15000000.0,21241456.0,5.4,101,52254.0,1.85,571.5647866666667
175,The Hunt for Red October (1990),200512643.0,30000000.0,17161835.0,7.6,135,170574.0,2.20,568.3754766666666
1251,Up in the Air (2009),166842739.0,25000000.0,1181450.0,7.4,109,308943.0,1.85,567.370956
904,Walk the Line (2005),186438883.0,28000000.0,22347341.0,7.8,136,224686.0,2.39,565.8531535714285
1509,Pitch Perfect (2012),113042075.0,17000000.0,5149433.0,7.2,112,265709.0,1.85,564.9533823529412
1346,True Grit (2010),252276927.0,38000000.0,24850000.0,7.6,110,295954.0,2.35,563.88665
503,City Slickers (1991),179033791.0,27000000.0,13032121.0,6.7,113,45920.0,1.85,563.0881148148148
1673,22 Jump Street (2014),331333876.0,50000000.0,57071445.0,7.0,112,332246.0,2.35,562.6677520000001
166,Men in Black (1997),589390539.0,90000000.0,51068455.0,7.3,98,496698.0,1.85,554.8783766666667
1705,John Wick (2014),130888901.0,20000000.0,14415922.0,7.4,101,500442.0,2.39,554.444505
1463,The Vow (2012),196114570.0,30000000.0,41202458.0,6.8,104,178517.0,2.35,553.7152333333333
616,Down and Out in Beverly Hills (1986),91411255.0,14000000.0,5726495.0,6.2,103,14962.0,1.85,552.9375357142858
577,Ice Age (2002),383257136.0,59000000.0,46312454.0,7.5,81,421543.0,1.85,549.5883661016949
1001,Rocky Balboa (2006),155721132.0,24000000.0,17003904.0,7.1,102,197211.0,1.85,548.83805
840,Meet the Fockers (2004),516642939.0,80000000.0,46120980.0,6.3,115,244585.0,1.85,545.8036737499999
117,Madonna: Truth or Dare (1991),29012935.0,4500000.0,543250.0,6.4,120,8443.0,1.85,544.7318888888889
48,The Firm (1993),270248367.0,42000000.0,25400000.0,6.8,154,111384.0,1.85,543.4484928571429
617,Barbershop (2002),77063924.0,12000000.0,20627433.0,6.3,102,28516.0,1.85,542.1993666666666
442,Steel Magnolias (1989),95904091.0,15000000.0,5425440.0,7.3,117,44282.0,1.85,539.3606066666667
1124,Sex and the City (2008),415252786.0,65000000.0,56848056.0,5.6,145,112893.0,1.85,538.85044
1880,Logan (2017),619021436.0,97000000.0,88411916.0,8.1,137,605254.0,2.39,538.1664288659794
1659,A Haunted House 2 (2014),25340200.0,4000000.0,8843875.0,4.7,86,18899.0,1.85,533.505
7,Pocahontas (1995),346079773.0,55000000.0,29531619.0,6.7,81,160965.0,1.66,529.2359509090909
917,Hoodwinked! (2005),110013167.0,17500000.0,16879402.0,6.4,80,54428.0,1.85,528.6466685714286
212,As Good as It Gets (1997),314178011.0,50000000.0,12606928.0,7.7,139,263692.0,1.85,528.356022
1625,American Hustle (2013),251171807.0,40000000.0,740455.0,7.2,138,432240.0,2.39,527.9295175
720,Mystic River (2003),156822020.0,25000000.0,640815.0,7.9,138,402013.0,2.39,527.28808
1323,Devil (2010),62695489.0,10000000.0,12289375.0,6.2,80,125297.0,2.35,526.95489
1121,What Happens in Vegas (2008),219375797.0,35000000.0,20172474.0,6.1,99,160883.0,2.35,526.7879914285714
202,Jackie Brown (1997),74727492.0,12000000.0,9292248.0,7.5,154,301050.0,1.37,522.7291
700,Freaky Friday (2003),160846332.0,26000000.0,22203007.0,6.1,97,119445.0,1.85,518.6397384615384
530,The War of the Roses (1989),160188546.0,26000000.0,9488794.0,6.8,116,46157.0,1.85,516.1097923076923
1636,Ride Along (2014),153997819.0,25000000.0,41237000.0,6.2,99,98214.0,2.35,515.991276
247,Back to the Future Part III (1990),244527583.0,40000000.0,19089645.0,7.4,118,380082.0,1.37,511.3189575
1506,The Possession (2012),85446075.0,14000000.0,17732480.0,5.9,92,55128.0,2.35,510.3291071428571
1423,The Ides of March (2011),75993061.0,12500000.0,10470143.0,7.1,101,210547.0,2.35,507.944488
946,The Da Vinci Code (2006),758239851.0,125000000.0,77073388.0,6.6,149,385188.0,2.39,506.5918808
286,A Bug's Life (1998),363398565.0,60000000.0,33258052.0,7.2,95,256006.0,1.33,505.664275
1838,Bridget Jones's Baby (2016),211952420.0,35000000.0,8571785.0,6.5,123,64243.0,2.39,505.5783428571429
1682,Gone Girl (2014),369330363.0,61000000.0,37513109.0,8.1,149,804751.0,2.35,505.4596114754099
1086,Alvin and the Chipmunks (2007),361336633.0,60000000.0,44307417.0,5.2,92,72757.0,1.85,502.2277216666667
452,Meet the Parents (2000),330444045.0,55000000.0,28623300.0,7.0,108,300697.0,1.85,500.80735454545453
1357,Limitless (2011),161849455.0,27000000.0,18907302.0,7.4,105,509206.0,2.35,499.4424259259259
1404,Horrible Bosses (2011),209638559.0,35000000.0,28302165.0,6.9,98,409206.0,2.39,498.9673114285714
1123,Shutter (2008),47879410.0,8000000.0,10447559.0,5.2,85,31473.0,1.85,498.492625
684,Bruce Almighty (2003),484572835.0,81000000.0,85734045.0,6.7,101,358099.0,1.85,498.2380679012346
14,The Birdcage (1996),185260553.0,31000000.0,166136.0,7.1,117,75956.0,1.85,497.6146870967742
1359,No Strings Attached (2011),149228077.0,25000000.0,19652921.0,6.2,108,204710.0,2.35,496.912308
1782,Hotel Transylvania 2 (2015),474800000.0,80000000.0,48464322.0,6.7,89,99569.0,1.85,493.49999999999994
633,8 Mile (2002),242875078.0,41000000.0,51240555.0,7.1,110,238868.0,2.39,492.3782390243902
791,Before Sunset (2004),15992615.0,2700000.0,311194.0,8.0,80,219826.0,1.85,492.3190740740741
534,Jeepers Creepers (2001),59217789.0,10000000.0,15831700.0,6.2,90,106295.0,1.85,492.17788999999993
1711,Nightcrawler (2014),50334418.0,8500000.0,10900000.0,7.9,117,431997.0,2.35,492.16962352941175
1266,Alvin and the Chipmunks: The Squeakquel (2009),443140005.0,75000000.0,48875415.0,4.5,88,41339.0,1.85,490.85333999999995
1577,Twenty Feet from Stardom (2013),5892661.0,1000000.0,54596.0,7.4,91,11785.0,1.78,489.26610000000005
1033,Disturbia (2007),117760134.0,20000000.0,22224982.0,6.8,105,212499.0,1.85,488.80067
1596,Lee Daniels' The Butler (2013),176598908.0,30000000.0,24637312.0,7.2,132,105040.0,1.85,488.66302666666667
1511,Looper (2012),176506819.0,30000000.0,20801552.0,7.4,113,516645.0,2.39,488.35606333333334
285,The Rugrats Movie (1998),140894675.0,24000000.0,27321470.0,5.9,79,17381.0,1.66,487.06114583333334
528,Sea of Love (1989),110879513.0,19000000.0,10017840.0,6.8,113,36172.0,1.85,483.57638421052627
277,My Cousin Vinny (1992),64088552.0,11000000.0,7416751.0,7.6,120,100902.0,1.85,482.6232
1265,Sherlock Holmes (2009),524028679.0,90000000.0,62304277.0,7.6,128,564230.0,1.85,482.2540877777778
4,12 Monkeys (1995),168839459.0,29000001.0,14200000.0,8.0,129,556498.0,1.85,482.20501095844793
341,Ghostbusters II (1989),215394738.0,37000000.0,29472894.0,6.6,108,175431.0,2.39,482.1479405405405
1897,Gifted (2017),40193907.0,7000000.0,446380.0,7.6,101,90275.0,2.39,474.1986714285714
1565,Evil Dead (2013),97542952.0,17000000.0,25775847.0,6.5,91,151273.0,2.39,473.7820705882353
782,Garfield (2004),200804534.0,35000000.0,21727611.0,5.0,80,75641.0,1.85,473.72724
1676,Birdman or (The Unexpected Virtue of Ignorance) (2014),103215094.0,18000000.0,2471471.0,7.7,119,549480.0,1.85,473.41718888888886
373,Tumbleweeds (1999),1788168.0,312000.0,41202.0,6.7,102,3155.0,1.85,473.1307692307692
72,Mission: Impossible (1996),457696359.0,80000000.0,804000.0,7.1,110,371491.0,2.39,472.12044875
1745,Cenerentola (2011- ),543514353.0,95000000.0,67877361.0,6.9,105,151230.0,2.39,472.1203715789474
609,Signs (2002),408247917.0,72000000.0,60117080.0,6.7,106,326640.0,1.85,467.01099583333337
587,Star Wars: Episode II - Attack of the Clones (2002),649398328.0,115000000.0,80027814.0,6.5,142,610242.0,2.39,464.6941982608696
648,Just Married (2003),101564935.0,18000000.0,17548993.0,5.5,95,65880.0,1.85,464.24963888888885
470,"Dude, Where's My Car? (2000)",73180723.0,13000000.0,13845914.0,5.5,83,131261.0,1.37,462.92863846153847
1314,The Social Network (2010),224920315.0,40000000.0,22445653.0,7.7,120,591093.0,2.39,462.3007875
574,40 Days and 40 Nights (2002),95146283.0,17000000.0,12229529.0,5.6,96,68658.0,1.85,459.68401764705885
969,The Pursuit of Happyness (2006),307077295.0,55000000.0,26541709.0,8.0,117,423725.0,2.35,458.3223545454546
1431,Margin Call (2011),19484997.0,3500000.0,561904.0,7.1,107,111073.0,1.85,456.71419999999995
1775,The Intern (2015),194564672.0,35000000.0,17728313.0,7.1,121,203295.0,1.85,455.89906285714284
565,Conan the Destroyer (1984),100042035.0,18000000.0,6876678.0,5.9,103,73775.0,2.35,455.78908333333334
1589,Blue Jasmine (2013),99206215.0,18000000.0,612064.0,7.3,98,185286.0,2.35,451.1456388888889
975,The Illusionist (2006),87892388.0,16000000.0,927956.0,7.6,110,344981.0,1.85,449.327425
571,Peter Pan 2: Return to Never Land (2002),109862682.0,20000000.0,15623464.0,5.8,72,17426.0,1.66,449.31341
142,Jerry Maguire (1996),273552592.0,50000000.0,17084296.0,7.3,139,231036.0,1.85,447.105184
374,Deuce Bigalow: Male Gigolo (1999),92938755.0,17000000.0,12224016.0,5.7,88,68489.0,1.85,446.6985588235294
511,The Fast and the Furious (2001),207283925.0,38000000.0,40089015.0,6.8,106,332708.0,2.39,445.48401315789476
382,Next Friday (2000),59827328.0,11000000.0,16918226.0,6.2,98,35188.0,1.85,443.88480000000004
910,The Family Stone (2005),92283851.0,17000000.0,12521027.0,6.3,103,58461.0,1.85,442.84618235294124
1405,Drive (2011),81358796.0,15000000.0,11340461.0,7.8,100,544804.0,2.35,442.39197333333334
1382,Rio (2011),487519809.0,90000000.0,39225962.0,6.9,96,198354.0,2.35,441.6886766666667
558,A Beautiful Mind (2001),313542341.0,58000000.0,2501096.0,8.2,135,806213.0,1.85,440.5902431034483
1226,The Ugly Truth (2009),205298907.0,38000000.0,27605576.0,6.4,96,196618.0,2.35,440.2602815789474
1906,An Inconvenient Sequel: Truth to Power (2017),5398976.0,1000000.0,124823.0,6.4,98,7317.0,1.85,439.8976
1008,Stomp the Yard (2007),75511123.0,14000000.0,25876318.0,5.4,109,21349.0,2.35,439.3651642857143
372,Toy Story 2 (1999),485015179.0,90000000.0,57388839.0,7.9,92,502036.0,1.33,438.9057544444444
1133,Journey to the Center of the Earth (2008),241995151.0,45000000.0,21018141.0,5.8,93,108538.0,1.78,437.76700222222223
80,Twister (1996),494471524.0,92000000.0,1071000.0,6.4,113,167435.0,2.39,437.4690478260869
490,Double Impact (1991),80500000.0,15000000.0,7574703.0,5.6,110,36341.0,1.85,436.66666666666663
290,Police Academy 2: Their First Assignment (1985),40766497.0,7600000.0,10675896.0,5.8,87,49148.0,1.85,436.40127631578946
30,Legends of the Fall (1994),160638883.0,30000000.0,14038128.0,7.6,133,140029.0,1.85,435.4629433333334
1061,Halloween (2007),80253908.0,15000000.0,30591759.0,6.1,109,105661.0,2.39,435.0260533333334
1582,The Heat (2013),229930771.0,43000000.0,39115043.0,6.6,117,157553.0,2.35,434.7227232558139
1096,27 Dresses (2008),160259319.0,30000000.0,27442040.0,6.1,111,149042.0,2.39,434.19773
135,Star Trek IV: The Voyage Home (1986),133000000.0,25000000.0,16881888.0,7.3,119,75406.0,2.20,432.0
1313,Step Up 3D (2010),159291809.0,30000000.0,15812311.0,6.2,107,54301.0,1.85,430.9726966666667
552,Ocean's Eleven (2001),450717150.0,85000000.0,38107822.0,7.8,116,491577.0,2.39,430.2554705882353
529,Uncle Buck (1989),79258538.0,15000000.0,8794501.0,7.0,100,80567.0,1.85,428.39025333333336
255,The Little Mermaid (1989),211343479.0,40000000.0,9814520.0,7.6,83,225412.0,1.66,428.35869750000006
1045,1408 (2007),131998242.0,25000000.0,20617667.0,6.8,104,248201.0,2.35,427.992968
1562,The Call (2013),68572378.0,13000000.0,17118745.0,6.7,94,107385.0,1.85,427.4798307692308
847,Hitch (2005),368100420.0,70000000.0,43142214.0,6.6,118,286778.0,2.39,425.8577428571429
1,Jumanji (1995),262797249.0,50000000.0,11084370.0,7.0,104,289356.0,1.85,425.594498
1095,P.S. I Love You (2007),156835339.0,30000000.0,9283468.0,7.0,126,195625.0,1.85,422.78446333333335
966,Night at the Museum (2006),574480841.0,110000000.0,42212651.0,6.4,108,299692.0,1.85,422.25531
1520,Argo (2012),232325503.0,44500000.0,19458109.0,7.7,120,552842.0,2.39,422.07978202247193
1530,Flight (2012),161772375.0,31000000.0,24900566.0,7.3,138,312659.0,2.39,421.84637096774196
1396,Super 8 (2011),260095986.0,50000000.0,35451168.0,7.0,112,328284.0,2.35,420.191972
325,The Mummy (1999),415933406.0,80000000.0,43369635.0,7.0,124,377118.0,2.39,419.91675749999996
625,The Ring (2002),249348933.0,48000000.0,15015393.0,7.1,115,308971.0,1.85,419.47694375
1412,Rise of the Planet of the Apes (2011),482860185.0,93000000.0,54806191.0,7.6,105,484018.0,2.35,419.20450000000005
698,Spy Kids 3-D: Game Over (2003),197011982.0,38000000.0,33417739.0,4.2,84,52100.0,1.85,418.45258421052637
1231,Hannah Montana: The Movie (2009),155525718.0,30000000.0,32324487.0,4.4,102,38131.0,1.85,418.41906
943,United 93 (2006),77635035.0,15000000.0,11478360.0,7.5,111,95275.0,2.39,417.56690000000003
1339,The Fighter (2010),129190869.0,25000000.0,12135468.0,7.8,116,327107.0,2.35,416.763476
1485,Madagascar 3: Europe's Most Wanted (2012),746921274.0,145000000.0,60316738.0,6.8,93,154633.0,1.85,415.11812
69,Fargo (1996),36000000.0,7000000.0,137301.0,8.1,98,585807.0,1.85,414.28571428571433
1410,The Smurfs (2011),563749323.0,110000000.0,35611637.0,5.4,103,80316.0,1.78,412.4993845454545
1721,Maze Runner: The Scorch Trials (2015),312325103.0,61000000.0,30316510.0,6.3,131,210289.0,2.39,412.0083655737705
134,Star Trek III: The Search for Spock (1984),87000000.0,17000000.0,16673229.0,6.7,105,71535.0,2.20,411.7647058823529
1806,My Big Fat Greek Wedding 2 (2016),92096558.0,18000000.0,17861950.0,6.0,94,27090.0,2.39,411.6475444444444
1459,Apollo 18 (2011),25562924.0,5000000.0,8704271.0,5.2,86,52500.0,1.33,411.25847999999996
569,Crossroads (2002),61141030.0,12000000.0,17014226.0,3.5,93,37621.0,1.85,409.5085833333333
1531,Life of Pi (2012),609016565.0,120000000.0,22451514.0,7.9,127,556950.0,1.33,407.51380416666666
87,The Nutty Professor (1996),273961019.0,54000000.0,25411725.0,5.6,95,105786.0,1.85,407.33522037037034
771,Kill Bill: Vol. 2 (2004),152159461.0,30000000.0,25104949.0,8.0,137,650821.0,2.39,407.19820333333337
1284,Diary of a Wimpy Kid (2010),75700498.0,15000000.0,22126166.0,6.2,120,40378.0,1.85,404.66998666666666
24,The Net (1995),110627965.0,22000000.0,10037745.0,5.9,114,58238.0,1.85,402.8543863636363
106,Die Hard (1988),140767956.0,28000000.0,601851.0,8.2,132,752195.0,2.20,402.7427
1680,Tammy (2014),100375432.0,20000000.0,21577049.0,4.9,97,46007.0,1.85,401.87716
1536,Step Up Revolution (2012),165552290.0,33000000.0,11731708.0,6.4,99,52403.0,2.39,401.67360606060606
1385,Fast Five (2011),626137675.0,125000000.0,86198765.0,7.3,130,340497.0,2.39,400.91013999999996
326,Mommie Dearest (1981),25032261.0,5000000.0,905920.0,6.7,129,13557.0,1.85,400.64522
245,Lethal Weapon 3 (1992),175000000.0,35000000.0,33243086.0,6.7,118,151224.0,2.20,400.0
661,Bringing Down the House (2003),164729679.0,33000000.0,31101026.0,5.6,105,34016.0,2.35,399.1808454545454
116,The English Patient (1996),134700000.0,27000000.0,278439.0,7.4,162,171763.0,1.85,398.8888888888889
1467,The Lorax (2012),348840316.0,70000000.0,70217070.0,6.4,86,93558.0,1.85,398.34330857142857
1551,Identity Thief (2013),173965010.0,35000000.0,34551025.0,5.7,111,119689.0,2.35,397.0428857142857
1789,Creed (2015),173567581.0,35000000.0,29632823.0,7.6,133,236172.0,2.39,395.9073742857143
682,The Matrix Reloaded (2003),742128461.0,150000000.0,91774413.0,7.2,138,495526.0,2.39,394.75230733333336
402,Erin Brockovich (2000),256271286.0,52000000.0,28138465.0,7.3,131,165902.0,1.85,392.8293961538461
1658,The Other Woman (2014),196781193.0,40000000.0,24763752.0,6.0,109,126719.0,2.35,391.9529825
1781,Spotlight (2015),98275238.0,20000000.0,295009.0,8.1,129,390658.0,1.85,391.37619
403,Final Destination (2000),112880294.0,23000000.0,10015822.0,6.7,98,219890.0,1.85,390.78388695652177
921,Nanny McPhee (2005),122489822.0,25000000.0,14503650.0,6.5,97,64572.0,1.85,389.959288
1424,50/50 (2011),39187783.0,8000000.0,8644095.0,7.6,100,307649.0,1.85,389.8472875
811,Shark Tale (2004),367275019.0,75000000.0,47604606.0,6.0,90,160342.0,1.85,389.7000253333333
416,American Psycho (2000),34266564.0,7000000.0,4961015.0,7.6,101,457083.0,1.78,389.52234285714286
547,"Monsters, Inc. (2001)",562816256.0,115000000.0,5040000.0,8.0,92,776183.0,1.85,389.40544
1191,The Unborn (2009),78208812.0,16000000.0,19810585.0,4.8,88,48268.0,2.35,388.805075
1126,Kung Fu Panda (2008),631744560.0,130000000.0,60239130.0,7.5,92,399481.0,1.43,385.95735384615386
1656,Rio 2 (2014),500188435.0,103000000.0,39327869.0,6.3,101,75655.0,2.35,385.6198398058253
1796,Daddy's Home (2015),242786137.0,50000000.0,38740203.0,6.2,96,102692.0,1.85,385.572274
1716,Dumb and Dumber To (2014),169837010.0,35000000.0,14200000.0,5.6,109,123627.0,1.85,385.2486
1890,The Shack (2017),96942115.0,20000000.0,16172119.0,6.3,132,27970.0,2.35,384.710575
138,Marked for Death (1990),57968936.0,12000000.0,11790047.0,6.0,93,18785.0,2.35,383.07446666666664
59,Sleepless in Seattle (1993),101200000.0,21000000.0,17200000.0,6.8,105,151273.0,1.33,381.9047619047619
1195,Friday the 13th (2009),91379051.0,19000000.0,43585449.0,5.5,97,92901.0,2.35,380.9423736842105
395,Snow Day (2000),62464731.0,13000000.0,14331819.0,5.1,89,11152.0,1.85,380.4979307692308
1617,Last Vegas (2013),134402450.0,28000000.0,16334566.0,6.6,105,124391.0,2.35,380.00875
1470,21 Jump Street (2012),201585328.0,42000000.0,36302612.0,7.2,109,493104.0,2.35,379.96506666666664
1448,Mission: Impossible - Ghost Protocol (2011),694713380.0,145000000.0,29556629.0,7.4,132,441310.0,1.43,379.11267586206895
1544,Parental Guidance (2012),119772232.0,25000000.0,14800000.0,6.0,105,24249.0,1.85,379.088928
1594,Planes (2013),239258712.0,50000000.0,22232291.0,5.7,91,40965.0,1.85,378.517424
950,The Omen (2006),119498909.0,25000000.0,16026496.0,5.5,110,54886.0,1.85,377.995636
475,Cast Away (2000),429632142.0,90000000.0,28883406.0,7.8,143,494974.0,1.85,377.3690466666667
1791,The Big Short (2015),133346506.0,28000000.0,10531026.0,7.8,130,333342.0,2.35,376.2375214285714
748,Cheaper by the Dozen (2003),190212113.0,40000000.0,27557647.0,5.9,98,89974.0,1.85,375.5302825
89,Phenomenon (1996),152036382.0,32000000.0,16200000.0,6.4,123,72684.0,2.35,375.11369375000004
1098,The Eye (2008),56964642.0,12000000.0,12425776.0,5.4,98,50206.0,2.35,374.70534999999995
1288,Blue Valentine (2010),16566240.0,3500000.0,193728.0,7.4,112,176603.0,1.66,373.32114285714283
1048,Transformers (2007),709709780.0,150000000.0,70502384.0,7.0,144,581738.0,2.39,373.13985333333335
477,Miss Congeniality (2000),212742720.0,45000000.0,13853686.0,6.2,109,178125.0,1.85,372.7616
608,Austin Powers in Goldmember (2002),296655431.0,63000000.0,73071188.0,6.2,94,189543.0,2.39,370.8816365079365
922,Final Destination 3 (2006),117719158.0,25000000.0,19173094.0,5.8,93,125437.0,2.39,370.87663200000003
1471,American Reunion (2012),234989584.0,50000000.0,21514080.0,6.7,113,196809.0,1.85,369.979168
935,The Hills Have Eyes (2006),70355813.0,15000000.0,15708512.0,6.4,107,153430.0,2.35,369.0387533333333
1575,Now You See Me (2013),351723989.0,75000000.0,29350389.0,7.3,115,572352.0,2.39,368.9653186666667
1671,Mission: Impossible - Rogue Nation (2015),700868363.0,150000000.0,55520089.0,7.4,131,326263.0,2.39,367.2455753333333
825,The SpongeBob SquarePants Movie (2004),140161792.0,30000000.0,32018216.0,7.0,87,74779.0,1.37,367.2059733333333
111,Dial M for Murder (1954),6540000.0,1400000.0,12562.0,8.2,105,147626.0,1.66,367.1428571428571
823,Finding Neverland (2004),116766556.0,25000000.0,220524.0,7.7,106,194106.0,2.39,367.066224
1832,Southside with You (2016),7000000.0,1500000.0,2868956.0,6.4,84,7523.0,2.35,366.66666666666663
217,Deep Impact (1998),349464664.0,75000000.0,41152375.0,6.2,120,155960.0,2.39,365.9528853333333
